MPNN 0.003530659194306824 256 10 0.4 False True False 1e-05 1 0.8 gcn True simple 79.22 $\pm$ 0.74
MPNN 0.0035 256 10 0.4 False True False 1e-05 1500 1 1.0 gcn True simple 97.15 $\pm$ 0.13
